file_path,modality,vocal_channel,emotion,intensity,statement,repetition,actor,audio_length
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-01-01-04.wav,3,1,5,1,1,1,4,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-01-02-04.wav,3,1,5,1,1,2,4,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-02-01-04.wav,3,1,5,1,2,1,4,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-02-02-04.wav,3,1,5,1,2,2,4,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-01-01-04.wav,3,1,5,2,1,1,4,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-01-02-04.wav,3,1,5,2,1,2,4,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-01-04.wav,3,1,5,2,2,1,4,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-02-04.wav,3,1,5,2,2,2,4,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-01-04.wav,3,1,6,1,1,1,4,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-02-04.wav,3,1,6,1,1,2,4,3.2365833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-01-04.wav,3,1,6,1,2,1,4,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-02-04.wav,3,1,6,1,2,2,4,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-01-04.wav,3,1,6,2,1,1,4,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-02-04.wav,3,1,6,2,1,2,4,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-01-04.wav,3,1,6,2,2,1,4,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-02-04.wav,3,1,6,2,2,2,4,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-01-04.wav,3,1,7,1,1,1,4,3.9039166666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-02-04.wav,3,1,7,1,1,2,4,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-01-04.wav,3,1,7,1,2,1,4,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-02-04.wav,3,1,7,1,2,2,4,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-01-04.wav,3,1,7,2,1,1,4,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-02-04.wav,3,1,7,2,1,2,4,4.037375
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-01-04.wav,3,1,7,2,2,1,4,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-02-04.wav,3,1,7,2,2,2,4,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-01-04.wav,3,1,8,1,1,1,4,3.2365833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-02-04.wav,3,1,8,1,1,2,4,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-01-04.wav,3,1,8,1,2,1,4,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-02-04.wav,3,1,8,1,2,2,4,3.43675
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-01-04.wav,3,1,8,2,1,1,4,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-02-04.wav,3,1,8,2,1,2,4,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-01-04.wav,3,1,8,2,2,1,4,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-02-04.wav,3,1,8,2,2,2,4,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-01-05.wav,3,1,1,1,1,1,5,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-02-05.wav,3,1,1,1,1,2,5,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-01-05.wav,3,1,1,1,2,1,5,3.103083333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-02-05.wav,3,1,1,1,2,2,5,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-01-05.wav,3,1,2,1,1,1,5,4.037354166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-02-05.wav,3,1,2,1,1,2,5,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-01-05.wav,3,1,2,1,2,1,5,4.137479166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-02-05.wav,3,1,2,1,2,2,5,4.2375625
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-02-05.wav,3,1,2,2,2,2,5,4.304291666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-01-05.wav,3,1,3,1,1,1,5,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-02-05.wav,3,1,3,1,1,2,5,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-01-05.wav,3,1,3,1,2,1,5,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-02-05.wav,3,1,3,1,2,2,5,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-01-05.wav,3,1,3,2,1,1,5,4.137479166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,3,1,3,2,1,2,5,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,3,1,3,2,2,1,5,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-02-05.wav,3,1,3,2,2,2,5,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-01-05.wav,3,1,4,1,1,1,5,3.2699375
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-02-05.wav,3,1,4,1,1,2,5,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-01-05.wav,3,1,4,1,2,1,5,3.1031041666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-02-05.wav,3,1,4,1,2,2,5,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-01-05.wav,3,1,4,2,1,1,5,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-02-05.wav,3,1,4,2,1,2,5,3.2699375
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-01-05.wav,3,1,4,2,2,1,5,3.2699166666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-02-05.wav,3,1,4,2,2,2,5,3.1364791666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,3,1,5,1,1,1,5,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,3,1,5,1,1,2,5,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-01-05.wav,3,1,5,1,2,1,5,4.070729166666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-02-05.wav,3,1,5,1,2,2,5,4.404395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-01-01-05.wav,3,1,5,2,1,1,5,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-01-02-05.wav,3,1,5,2,1,2,5,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-01-05.wav,3,1,5,2,2,1,5,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-02-05.wav,3,1,5,2,2,2,5,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-01-05.wav,3,1,6,1,1,1,5,3.1364791666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-02-05.wav,3,1,6,1,1,2,5,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-01-05.wav,3,1,6,1,2,1,5,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-02-05.wav,3,1,6,1,2,2,5,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-01-05.wav,3,1,6,2,1,1,5,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-02-05.wav,3,1,6,2,1,2,5,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-01-05.wav,3,1,6,2,2,1,5,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-02-05.wav,3,1,6,2,2,2,5,3.1031041666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-01-05.wav,3,1,7,1,1,1,5,4.337666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-02-05.wav,3,1,7,1,1,2,5,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-01-05.wav,3,1,7,1,2,1,5,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-02-05.wav,3,1,7,1,2,2,5,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-01-05.wav,3,1,7,2,1,1,5,4.337666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-02-05.wav,3,1,7,2,1,2,5,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-02-01-05.wav,3,1,7,2,2,1,5,4.2709375
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-01-01-05.wav,3,1,8,1,1,1,5,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-01-02-05.wav,3,1,8,1,1,2,5,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-02-01-05.wav,3,1,8,1,2,1,5,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-02-02-05.wav,3,1,8,1,2,2,5,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-01-01-05.wav,3,1,8,2,1,1,5,4.137479166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-01-02-05.wav,3,1,8,2,1,2,5,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-02-01-05.wav,3,1,8,2,2,1,5,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-02-02-05.wav,3,1,8,2,2,2,5,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,3,1,1,1,1,1,6,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,3,1,1,1,1,2,6,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,3,1,1,1,2,1,6,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,3,1,1,1,2,2,6,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-01-06.wav,3,1,2,1,1,1,6,4.037354166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-02-06.wav,3,1,2,1,1,2,6,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-01-06.wav,3,1,2,1,2,1,6,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-02-06.wav,3,1,2,1,2,2,6,4.2041875
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-01-06.wav,3,1,2,2,2,1,6,4.337666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-01-06.wav,3,1,3,1,1,1,6,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,3,1,3,1,1,2,6,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-01-06.wav,3,1,3,1,2,1,6,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,3,1,3,1,2,2,6,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,3,1,3,2,1,1,6,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,3,1,3,2,1,2,6,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,3,1,3,2,2,1,6,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,3,1,3,2,2,2,6,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,3,1,4,1,1,1,6,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,3,1,4,1,1,2,6,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,3,1,4,1,2,1,6,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,3,1,4,1,2,2,6,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,3,1,4,2,1,1,6,4.2041875
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,3,1,4,2,1,2,6,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,3,1,4,2,2,2,6,4.037354166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,3,1,5,1,1,1,6,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,3,1,5,1,1,2,6,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,3,1,5,1,2,1,6,4.2041875
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,3,1,5,1,2,2,6,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,3,1,5,2,1,1,6,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,3,1,5,2,1,2,6,4.2041875
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,3,1,5,2,2,1,6,4.437770833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,3,1,5,2,2,2,6,4.471125
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,3,1,6,1,1,1,6,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,3,1,6,1,1,2,6,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,3,1,6,1,2,1,6,3.57025
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,3,1,6,1,2,2,6,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,3,1,6,2,1,1,6,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,3,1,6,2,1,2,6,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,3,1,6,2,2,1,6,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,3,1,6,2,2,2,6,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,3,1,7,1,1,1,6,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,3,1,7,1,1,2,6,4.2709375
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,3,1,7,1,2,1,6,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,3,1,7,1,2,2,6,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,3,1,7,2,1,1,6,4.3043125
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,3,1,7,2,1,2,6,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,3,1,7,2,2,1,6,4.037354166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,3,1,7,2,2,2,6,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,3,1,8,1,1,1,6,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,3,1,8,1,1,2,6,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,3,1,8,1,2,1,6,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,3,1,8,1,2,2,6,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,3,1,8,2,1,1,6,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,3,1,8,2,1,2,6,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,3,1,8,2,2,1,6,3.3033125
D:/1188976/Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,3,1,8,2,2,2,6,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,3,1,1,1,1,1,7,3.9039166666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,3,1,1,1,1,2,7,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,3,1,1,1,2,1,7,4.137458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,3,1,1,1,2,2,7,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,3,1,2,1,1,1,7,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,3,1,2,1,1,2,7,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,3,1,2,1,2,1,7,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,3,1,2,1,2,2,7,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,3,1,2,2,1,1,7,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,3,1,2,2,1,2,7,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,3,1,2,2,2,1,7,4.2709375
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,3,1,2,2,2,2,7,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,3,1,3,1,1,1,7,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,3,1,3,1,1,2,7,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,3,1,3,1,2,1,7,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,3,1,3,1,2,2,7,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,3,1,3,2,1,1,7,4.104104166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,3,1,3,2,1,2,7,4.037354166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,3,1,3,2,2,1,7,4.037375
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,3,1,3,2,2,2,7,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,3,1,4,1,1,1,7,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,3,1,4,1,1,2,7,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,3,1,4,1,2,1,7,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,3,1,4,1,2,2,7,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,3,1,4,2,1,1,7,3.93725
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,3,1,4,2,1,2,7,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,3,1,4,2,2,1,7,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,3,1,4,2,2,2,7,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,3,1,5,1,1,1,7,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,3,1,5,1,1,2,7,3.970645833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,3,1,5,1,2,1,7,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,3,1,5,1,2,2,7,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,3,1,5,2,1,1,7,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,3,1,5,2,1,2,7,4.004
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,3,1,5,2,2,1,7,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,3,1,5,2,2,2,7,4.337666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,3,1,6,1,1,1,7,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,3,1,6,1,1,2,7,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,3,1,6,1,2,1,7,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,3,1,6,1,2,2,7,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,3,1,6,2,1,1,7,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,3,1,6,2,1,2,7,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,3,1,6,2,2,1,7,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,3,1,6,2,2,2,7,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,3,1,7,1,1,1,7,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,3,1,7,1,1,2,7,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,3,1,7,1,2,1,7,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,3,1,7,1,2,2,7,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,3,1,7,2,1,1,7,4.137479166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,3,1,7,2,1,2,7,4.404395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,3,1,7,2,2,1,7,4.137458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-01-07.wav,3,1,8,1,1,1,7,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-02-07.wav,3,1,8,1,1,2,7,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-01-07.wav,3,1,8,1,2,1,7,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-02-07.wav,3,1,8,1,2,2,7,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-01-01-07.wav,3,1,8,2,1,1,7,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-01-02-07.wav,3,1,8,2,1,2,7,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,3,1,8,2,2,1,7,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-02-07.wav,3,1,8,2,2,2,7,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,3,1,1,1,1,1,8,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,3,1,1,1,1,2,8,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,3,1,1,1,2,1,8,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,3,1,1,1,2,2,8,3.5035
